,date,price,note,status,data_index,instru,unit
1208,20080124,370.75,exit,long,2045,22,0
1209,20080124,41.52,exit,long,1969,6,0
1210,20080124,588.25,exit,long,2045,3,0
1211,20080131,0.6204000000000001,entry,long,1917,0,0
1212,20080208,156.05,exit,short,1999,10,0
1213,20080220,435.125,entry,long,1926,14,0
1214,20080220,3.5838,entry,long,1926,15,0
1215,20080220,195.47000000000003,entry,long,1926,5,0
1216,20080225,21.497500000000002,entry,long,1929,20,0
1217,20080227,1.0085,entry,long,1935,4,0
1218,20080229,0.018444,entry,long,353,27,0
1219,20080229,1.99885,exit,short,1942,2,0
1220,20080307,558.25,exit,long,1975,23,0
1221,20080310,18.385,exit,long,2046,26,0
1222,20080318,21.305500000000002,exit,long,2030,20,0
1223,20080320,431.75,exit,long,1996,14,0
1224,20080324,0.6308499999999999,exit,long,2045,0,0
1225,20080324,0.96685,exit,long,2011,4,0
1226,20080326,3.7761500000000003,exit,long,2034,15,0
1227,20080403,2.23,entry,long,1956,25,0
1228,20080416,144.6125,exit,short,2000,17,0
1229,20080428,0.019249000000000002,exit,long,466,27,0
1230,20080508,1.9758,entry,short,1985,2,0
1231,20080514,18.255000000000003,entry,short,1979,29,0
1232,20080515,1597.5,entry,short,1999,34,0
1233,20080520,2336.75,entry,long,1989,24,0
1234,20080528,36.75,entry,short,1988,6,0
1235,20080530,2180.0,exit,long,2030,24,0
1236,20080605,219.89000000000001,exit,long,2036,5,0
1237,20080606,979.125,entry,long,2014,28,0
1238,20080611,92.995,entry,short,2008,9,0
1239,20080612,1724.0,exit,short,2156,34,0
1240,20080613,67.1719,entry,short,2010,33,0
1241,20080616,18.43,exit,short,2020,29,0
1242,20080616,43.25,exit,short,2145,6,0
1243,20080616,0.9601999999999999,entry,short,2011,4,0
1244,20080623,1128.3600000000001,entry,short,2026,32,0
1245,20080627,14134.0,entry,short,2031,21,0
1246,20080630,151.6875,entry,long,2031,17,0
1247,20080630,93.4875,exit,short,2058,9,0
1248,20080630,2.0282,exit,short,2020,2,0
1249,20080701,182.1875,entry,short,2032,18,0
1250,20080702,1139.5500000000002,entry,long,2019,13,0
1251,20080703,76.84700000000001,entry,short,2079,8,0
1252,20080703,2.02575,entry,long,2024,2,0
1253,20080703,464.925,entry,long,2020,14,0
1254,20080703,71.9844,exit,short,2027,33,0
1255,20080703,2235.3,entry,long,2020,31,0
1256,20080714,1.7084000000000001,entry,long,2030,7,0
1257,20080715,146.7625,exit,long,2047,17,0
1258,20080716,188.2625,exit,short,2058,18,0
1259,20080716,1.16205,entry,long,2032,30,0
1260,20080718,2.6486500000000004,exit,long,2033,25,0
1261,20080721,975.125,exit,long,2055,28,0
1262,20080723,144.1625,entry,short,2047,17,0
1263,20080724,405.3,entry,short,2034,23,0
1264,20080724,1.0642,entry,short,2038,16,0
1265,20080725,420.275,exit,long,2042,14,0
1266,20080725,2152.05,exit,long,2043,31,0
1267,20080725,0.55835,entry,short,2039,19,0
1268,20080728,14051.5,exit,short,2219,21,0
1269,20080731,1102.5500000000002,exit,long,2045,13,0
1270,20080804,1779.25,entry,short,2041,24,0
1271,20080804,158.325,entry,long,2055,10,0
1272,20080806,1.6615499999999999,exit,long,2049,7,0
1273,20080806,78.80199999999999,exit,short,2105,8,0
1274,20080807,1098.31,exit,short,2233,32,0
1275,20080807,1.11315,exit,long,2047,30,0
1276,20080807,17.7,entry,short,2056,26,0
1277,20080807,1.9873499999999997,exit,long,2050,2,0
1278,20080808,95.75999999999999,entry,long,2049,11,0
1279,20080808,19.979,entry,short,2045,20,0
1280,20080808,86.7969,entry,long,2049,12,0
1281,20080811,72.66499999999999,entry,short,2058,1,0
1282,20080811,392.54999999999995,entry,short,2046,14,0
1283,20080812,1816.05,entry,short,2047,31,0
1284,20080813,999.6500000000001,entry,short,2048,13,0
1285,20080813,1.9180000000000001,entry,short,2052,2,0
1286,20080818,1.07745,entry,short,2055,30,0
1287,20080818,73.65625,entry,long,2055,33,0
1288,20080822,19.845,exit,short,2078,26,0
1289,20080822,416.4,exit,short,2188,14,0
1290,20080826,0.60415,entry,short,2061,0,0
1291,20080827,0.017719,entry,short,478,27,0
1292,20080827,384.125,entry,short,2071,22,0
1293,20080827,1.5793,entry,short,2062,7,0
1294,20080827,152.67499999999998,exit,long,2077,10,0
1295,20080901,82.09700000000001,entry,long,2121,8,0
1296,20080905,3.84825,entry,short,2064,15,0
1297,20080908,698.0,entry,short,2078,28,0
1298,20080908,2.2455499999999997,entry,short,2065,25,0
1299,20080909,21.22,entry,long,2078,26,0
1300,20080910,197.95,entry,short,2067,5,0
1301,20080910,93.77250000000001,entry,long,2071,9,0
1302,20080910,180.9,entry,short,2081,18,0
1303,20080911,148.89999999999998,entry,short,2082,10,0
1304,20080912,18.09,entry,short,2063,29,0
1305,20080912,1.0703,exit,short,2078,16,0
1306,20080918,93.60499999999999,exit,long,2078,9,0
1307,20080918,1.0836999999999999,exit,short,2141,30,0
1308,20080918,82.797,exit,long,2198,8,0
1309,20080918,1080.95,exit,short,2143,13,0
1310,20080918,1.56915,exit,short,2140,7,0
1311,20080918,1.87025,exit,short,2220,2,0
1312,20080919,1608.8,exit,short,2147,31,0
1313,20080922,95.91750000000002,exit,long,2257,11,0
1314,20080922,0.5197,exit,short,2153,19,0
1315,20080922,0.602,exit,short,2147,0,0
1316,20080922,87.6601,exit,long,2187,12,0
1317,20080923,2.3306,exit,short,2184,25,0
1318,20080923,74.37504999999999,exit,long,2099,33,0
1319,20080923,0.017284,exit,short,629,27,0
1320,20080923,205.47,exit,short,2234,5,0
1321,20080923,0.96055,exit,short,2220,4,0
1322,20080923,71.72,exit,short,2161,1,0
1323,20080925,92.89,entry,short,2082,9,0
1324,20080930,590.75,entry,short,2094,3,0
1325,20081002,20.0625,exit,long,2104,26,0
1326,20081007,93.89750000000001,exit,short,2096,9,0
1327,20081009,1.14775,entry,long,2092,16,0
1328,20081015,17.0,entry,short,2104,26,0
1329,20081020,94.1875,entry,long,2099,9,0
1330,20081103,1.1503999999999999,exit,long,2183,16,0
1331,20081104,132.4375,exit,short,2283,17,0
1332,20081105,140.975,exit,short,2228,10,0
1333,20081105,17.205,exit,short,2153,29,0
1334,20081107,250.4,exit,short,2170,23,0
1335,20081120,83.97659999999999,entry,long,2122,33,0
1336,20081201,174.625,exit,short,2354,18,0
1337,20081212,16.2075,exit,short,2226,26,0
1338,20081215,460.875,exit,short,2220,3,0
1339,20081226,445.5,exit,short,2159,28,0
1340,20081230,1080.6,exit,short,2144,24,0
1341,20090106,2.4021999999999997,exit,short,2245,15,0
1342,20090106,93.67965000000001,exit,long,2176,33,0
1343,20090127,1088.1999999999998,entry,long,2162,13,0
1344,20090130,0.3504,entry,short,2169,19,0
1345,20090202,95.09,exit,long,2193,9,0
1346,20090218,1.3797000000000001,entry,short,2181,7,0
1347,20090219,91.42,entry,long,2242,8,0
1348,20090219,1802.55,entry,long,2178,31,0
1349,20090223,2.125,entry,short,2174,6,0
1350,20090302,1275.625,entry,short,2198,34,0
1351,20090303,50.519999999999996,entry,short,2198,1,0
1352,20090303,338.25,entry,short,2199,28,0
1353,20090303,1.0109,entry,short,2190,30,0
1354,20090304,1105.35,exit,long,2211,13,0
1355,20090311,1626.3,exit,long,2219,31,0
1356,20090319,88.14999999999999,exit,long,2298,8,0
1357,20090319,0.39215,exit,short,2208,19,0
1358,20090319,1.4899,exit,short,2246,7,0
1359,20090320,1.0568,exit,short,2238,30,0
1360,20090324,460.125,exit,short,2226,28,0
1361,20090401,4.585,exit,short,2217,6,0
1362,20090401,1.1353,entry,short,2211,16,0
1363,20090403,55.55,exit,short,2221,1,0
1364,20090403,1319.95,entry,long,2209,24,0
1365,20090407,16.37,entry,short,2205,29,0
1366,20090409,95.2875,entry,long,2217,9,0
1367,20090427,17.625,exit,short,2223,29,0
1368,20090429,1261.95,exit,long,2275,24,0
1369,20090501,575.625,entry,long,2241,28,0
1370,20090501,0.5056499999999999,entry,long,2232,0,0
1371,20090504,18.645,entry,long,2223,29,0
1372,20090508,79.29685,entry,short,2237,33,0
1373,20090508,1757.05,entry,long,2233,31,0
1374,20090508,204.375,exit,short,2246,22,0
1375,20090511,1346.125,exit,short,2247,34,0
1376,20090511,14.690000000000001,exit,short,2503,20,0
1377,20090511,17.745,entry,long,2228,6,0
1378,20090512,0.44389999999999996,entry,long,2239,19,0
1379,20090513,84.82,entry,short,2300,8,0
1380,20090514,1.1771500000000001,exit,short,2247,16,0
1381,20090515,1.0684,entry,long,2242,30,0
1382,20090520,0.013354000000000001,entry,long,661,27,0
1383,20090521,0.8568,entry,long,2246,4,0
1384,20090521,1.23365,entry,long,2242,25,0
1385,20090521,1.5116,entry,long,2246,7,0
1386,20090527,138.625,entry,long,2259,10,0
1387,20090527,12.67,exit,long,2407,6,0
1388,20090528,1.6575000000000002,entry,long,2250,2,0
1389,20090529,1148.1,entry,long,2247,13,0
1390,20090601,10073.5,entry,long,2263,21,0
1391,20090602,60.56,entry,long,2261,1,0
1392,20090602,756.61,entry,long,2263,32,0
1393,20090602,266.82500000000005,entry,long,2249,23,0
1394,20090602,291.32500000000005,entry,long,2249,14,0
1395,20090603,133.53749999999997,exit,long,2326,10,0
1396,20090608,95.47500000000001,exit,long,2455,9,0
1397,20090616,56.7,exit,long,2282,1,0
1398,20090616,0.86325,exit,long,2425,4,0
1399,20090616,1766.8,exit,long,2415,31,0
1400,20090618,2.59175,entry,long,2261,15,0
1401,20090623,648.375,exit,long,2294,28,0
1402,20090623,271.52500000000003,exit,long,2417,14,0
1403,20090629,79.77345,exit,short,2319,33,0
1404,20090630,418.125,entry,short,2282,3,0
1405,20090701,1260.25,entry,short,2283,34,0
1406,20090706,1.25745,exit,long,2484,25,0
1407,20090707,2.33755,exit,long,2415,15,0
1408,20090707,97.91749999999999,entry,long,2277,11,0
1409,20090709,1087.55,exit,long,2415,13,0
1410,20090709,52.315,entry,short,2287,1,0
1411,20090709,9616.0,exit,long,2351,21,0
1412,20090709,0.013294,exit,long,809,27,0
1413,20090713,1.20925,entry,long,2281,16,0
1414,20090722,171.125,entry,short,2297,22,0
1415,20090804,57.394999999999996,exit,short,2378,1,0
1416,20090804,405.125,exit,short,2355,3,0
1417,20090810,1.14665,exit,long,2401,16,0
1418,20090810,15.02,entry,long,2309,26,0
1419,20090827,1.68675,exit,long,2334,2,0
1420,20090831,116.86250000000001,entry,short,2326,17,0
1421,20090901,96.6797,entry,long,2317,12,0
1422,20090908,24.525,exit,long,2430,29,0
1423,20090914,1466.6,entry,long,2321,24,0
1424,20090915,14.0425,exit,long,2342,26,0
1425,20090922,131.95,entry,short,2341,10,0
1426,20090929,84.4688,entry,long,2336,33,0
1427,20090930,193.5,exit,short,2346,22,0
1428,20091014,1216.75,exit,short,2362,34,0
1429,20091015,144.66500000000002,entry,long,2344,5,0
1430,20091022,223.5,entry,long,2362,22,0
1431,20091022,118.2,exit,short,2438,17,0
1432,20091027,80.23435,exit,long,2392,33,0
1433,20091030,15.18,entry,long,2367,26,0
1434,20091102,855.61,exit,long,2430,32,0
1435,20091102,0.56365,exit,long,2386,19,0
1436,20091106,132.3,exit,short,2419,10,0
1437,20091110,1.7370999999999999,entry,long,2366,2,0
1438,20091116,58.655,entry,long,2378,1,0
1439,20091118,705.75,entry,long,2381,28,0
1440,20091124,152.55,entry,long,2386,18,0
1441,20091125,9581.0,entry,short,2388,21,0
1442,20091204,10216.0,exit,short,2407,21,0
1443,20091208,141.54500000000002,exit,long,2384,5,0
1444,20091208,205.625,exit,long,2418,22,0
1445,20091209,1.6065999999999998,exit,long,2391,7,0
1446,20091210,1567.9,exit,long,2494,24,0
1447,20091210,1.6917,exit,long,2398,2,0
1448,20091214,78.361,exit,short,2455,8,0
1449,20091214,1.1272,exit,long,2391,30,0
1450,20091216,98.2031,exit,long,2465,12,0
1451,20091218,15.405000000000001,exit,long,2417,26,0
1452,20091218,0.68285,exit,long,2393,0,0
1453,20091223,56.94500000000001,exit,long,2420,1,0
1454,20091223,373.875,exit,long,2494,23,0
1455,20091223,10636.0,entry,long,2407,21,0
1456,20091228,77.67185,entry,short,2398,33,0
1457,20100106,440.5,entry,long,2413,3,0
1458,20100113,642.0,exit,long,2423,28,0
1459,20100114,405.625,exit,long,2420,3,0
1460,20100119,1179.5,entry,short,2421,34,0
1461,20100125,81.6719,exit,short,2482,33,0
1462,20100125,10706.0,exit,long,2507,21,0
1463,20100127,1.53765,entry,short,2418,7,0
1464,20100127,151.2125,exit,long,2432,18,0
1465,20100201,376.375,entry,short,2430,3,0
1466,20100204,566.375,entry,short,2433,28,0
1467,20100204,1.63595,entry,short,2424,2,0
1468,20100205,81.95350000000002,entry,long,2490,8,0
1469,20100208,135.53500000000003,entry,short,2422,5,0
1470,20100210,135.025,entry,long,2438,10,0
1471,20100216,1.0883500000000002,entry,short,2431,30,0
1472,20100219,26.385,entry,long,2424,6,0
1473,20100219,143.275,exit,short,2459,5,0
1474,20100225,13.642499999999998,entry,short,2446,26,0
1475,20100303,1.2545,entry,long,2442,16,0
1476,20100305,163.25,entry,short,2453,22,0
1477,20100309,119.5625,entry,long,2456,17,0
1478,20100311,0.018084,entry,long,864,27,0
1479,20100311,974.81,entry,long,2458,32,0
1480,20100315,0.96055,entry,long,2450,4,0
1481,20100316,98.17750000000001,exit,long,2453,11,0
1482,20100317,19.54,entry,short,2442,29,0
1483,20100319,156.9125,entry,long,2464,18,0
1484,20100324,120.2,exit,long,2508,17,0
1485,20100325,1.2119499999999999,exit,long,2458,16,0
1486,20100329,155.1125,exit,long,2519,18,0
1487,20100330,407.225,entry,long,2457,14,0
1488,20100401,2.6731499999999997,entry,long,2459,15,0
1489,20100401,147.66,entry,long,2459,5,0
1490,20100402,1.1825,entry,short,2464,16,0
1491,20100406,2158.7,entry,long,2461,31,0
1492,20100407,0.73135,entry,long,2467,0,0
1493,20100408,1322.45,entry,long,2463,13,0
1494,20100412,0.5758,entry,long,2470,19,0
1495,20100412,26.405,exit,long,2495,6,0
1496,20100412,1.60155,exit,short,2537,2,0
1497,20100412,13.1875,exit,short,2571,26,0
1498,20100415,1.1135,exit,short,2473,30,0
1499,20100415,81.351,exit,long,2604,8,0
1500,20100416,639.5,exit,short,2482,28,0
1501,20100419,96.5575,entry,long,2475,9,0
1502,20100423,1158.625,exit,short,2539,34,0
1503,20100426,96.41499999999999,exit,long,2480,9,0
1504,20100428,1.0791499999999998,entry,short,2482,30,0
1505,20100428,389.825,exit,long,2482,14,0
1506,20100503,83.6719,entry,long,2485,33,0
1507,20100505,0.018294,exit,long,905,27,0
1508,20100506,0.9679500000000001,exit,long,2489,4,0
1509,20100506,144.63500000000002,exit,long,2484,5,0
1510,20100506,100.46485000000001,entry,long,2488,12,0
1511,20100506,2.691,exit,long,2490,15,0
1512,20100506,1046.81,exit,long,2508,32,0
1513,20100507,0.6956,exit,long,2496,0,0
1514,20100507,1.22875,exit,short,2526,16,0
1515,20100514,55.105000000000004,entry,short,2501,1,0
1516,20100517,143.425,exit,long,2510,10,0
1517,20100518,130.91,entry,short,2491,5,0
1518,20100518,0.56125,exit,long,2496,19,0
1519,20100520,2202.1,exit,long,2743,31,0
1520,20100524,98.19999999999999,entry,long,2500,11,0
1521,20100524,1348.75,exit,long,2540,13,0
1522,20100526,577.875,entry,short,2510,28,0
1523,20100526,1.3307,entry,short,2497,25,0
1524,20100526,0.6315500000000001,entry,short,2502,0,0
1525,20100526,2.3266999999999998,entry,short,2497,15,0
1526,20100526,0.5245,entry,short,2502,19,0
1527,20100527,9516.0,entry,short,2513,21,0
1528,20100607,325.3,entry,short,2504,14,0
1529,20100608,0.015744,entry,short,926,27,0
1530,20100611,153.75,exit,short,2522,22,0
1531,20100615,0.6743,exit,short,2542,0,0
1532,20100615,0.55855,exit,short,2537,19,0
1533,20100616,135.275,exit,short,2544,5,0
1534,20100617,2.56005,exit,short,2545,15,0
1535,20100617,1.5549,exit,short,2544,25,0
1536,20100618,1.0649,exit,short,2528,30,0
1537,20100622,10193.0,exit,short,2628,21,0
1538,20100625,17.439999999999998,exit,short,2518,29,0
1539,20100628,357.5,exit,short,2541,14,0
1540,20100630,1.2471,entry,long,2526,16,0
1541,20100630,864.56,entry,short,2535,32,0
1542,20100701,355.5,exit,short,2545,3,0
1543,20100702,1.39255,exit,short,2538,7,0
1544,20100706,96.5275,entry,long,2529,9,0
1545,20100709,635.5,exit,short,2544,28,0
1546,20100712,151.05,entry,short,2542,18,0
1547,20100714,932.16,exit,short,2558,32,0
1548,20100714,55.265,exit,short,2549,1,0
1549,20100714,0.016878999999999998,exit,short,964,27,0
1550,20100715,21.21,entry,short,2525,6,0
1551,20100716,0.58995,entry,long,2537,19,0
1552,20100723,1231.375,entry,long,2550,34,0
1553,20100723,1.1226500000000001,entry,long,2542,30,0
1554,20100726,145.75,entry,long,2552,10,0
1555,20100730,681.875,entry,long,2555,28,0
1556,20100802,156.1125,exit,short,2658,18,0
1557,20100802,27.31,exit,short,2542,6,0
1558,20100802,521.5999999999999,entry,long,2543,23,0
1559,20100802,0.727,entry,long,2548,0,0
1560,20100802,223.25,entry,long,2556,22,0
1561,20100805,0.9634,entry,long,2551,4,0
1562,20100805,123.375,entry,long,2560,17,0
1563,20100809,1.6546,entry,long,2553,2,0
1564,20100809,1353.375,exit,long,2632,34,0
1565,20100810,58.84,entry,long,2561,1,0
1566,20100810,11.082,entry,short,2549,20,0
1567,20100811,29.174999999999997,entry,long,2544,6,0
1568,20100813,141.1625,exit,long,2592,10,0
1569,20100813,401.125,entry,long,2565,3,0
1570,20100813,1.3439999999999999,entry,short,2552,25,0
1571,20100820,57.135000000000005,exit,long,2697,1,0
1572,20100825,127.055,entry,short,2560,5,0
1573,20100825,0.9227000000000001,exit,long,2570,4,0
1574,20100825,21.365000000000002,entry,long,2554,29,0
1575,20100825,2.31075,entry,short,2560,15,0
1576,20100826,0.5687000000000001,exit,long,2644,19,0
1577,20100831,385.6,entry,long,2564,14,0
1578,20100901,0.9167000000000001,entry,short,2570,4,0
1579,20100901,1.5907,exit,long,2644,2,0
1580,20100910,99.35935,exit,long,2610,33,0
1581,20100914,1.4483000000000001,exit,short,2590,25,0
1582,20100915,1435.5500000000002,entry,long,2574,13,0
1583,20100917,0.016369,entry,short,997,27,0
1584,20100917,1.27705,exit,long,2644,16,0
1585,20100923,122.7875,exit,long,2715,17,0
1586,20100923,80.65,entry,short,2654,8,0
1587,20100924,1764.05,entry,long,2581,24,0
1588,20100927,987.01,entry,long,2596,32,0
1589,20100929,0.017194,exit,short,1011,27,0
1590,20100930,2.58835,exit,short,2586,15,0
1591,20100930,1.4983,entry,long,2590,7,0
1592,20101001,135.675,exit,short,2610,5,0
1593,20101004,439.375,exit,long,2789,3,0
1594,20101004,746.0,exit,long,2713,28,0
1595,20101004,0.9601999999999999,exit,short,2594,4,0
1596,20101004,47.074999999999996,exit,long,2723,6,0
1597,20101006,0.9676,entry,long,2594,4,0
1598,20101006,2.6629500000000004,entry,long,2589,15,0
1599,20101007,12.26,entry,long,2602,26,0
1600,20101008,135.4125,entry,short,2605,10,0
1601,20101020,280.25,exit,long,2700,22,0
1602,20101022,140.1375,exit,short,2635,10,0
1603,20101025,1493.0,exit,long,2666,13,0
1604,20101027,1.17975,exit,long,2634,30,0
1605,20101104,140.09,entry,long,2610,5,0
1606,20101105,1.66255,entry,long,2611,25,0
1607,20101112,32.835,exit,long,2693,29,0
1608,20101112,96.8175,exit,long,2630,9,0
1609,20101112,1.50395,exit,long,2633,7,0
1610,20101115,688.7249999999999,exit,long,2699,23,0
1611,20101115,106.17185,exit,long,2634,12,0
1612,20101115,13.465,exit,long,2658,26,0
1613,20101115,1792.65,exit,long,2700,24,0
1614,20101116,79.85749999999999,exit,short,2703,8,0
1615,20101117,423.375,exit,long,2696,14,0
1616,20101118,2.5835500000000002,exit,long,2736,15,0
1617,20101118,134.76,exit,long,2679,5,0
1618,20101123,10.3645,exit,short,2634,20,0
1619,20101124,98.29625,exit,long,2629,11,0
1620,20101124,0.8019499999999999,exit,long,2806,0,0
1621,20101124,145.8875,entry,long,2638,10,0
1622,20101124,0.016323999999999998,entry,short,1045,27,0
1623,20101203,10163.0,entry,long,2645,21,0
1624,20101206,1354.125,entry,long,2644,34,0
1625,20101214,0.017023999999999997,exit,short,1068,27,0
1626,20101215,87.6172,entry,short,2643,33,0
1627,20101229,1.2098499999999999,entry,long,2652,30,0
1628,20110103,96.9325,entry,long,2655,9,0
1629,20110106,1.1943000000000001,exit,long,2826,30,0
1630,20110107,1.4222,entry,short,2659,7,0
1631,20110113,98.315,entry,long,2663,11,0
1632,20110113,0.017859,entry,long,1079,27,0
1633,20110120,1.4758,exit,short,2676,7,0
1634,20110125,14.05,entry,long,2677,26,0
1635,20110125,78.75649999999999,entry,short,2741,8,0
1636,20110126,155.66250000000002,entry,long,2680,18,0
1637,20110202,1.6672500000000001,entry,long,2676,2,0
1638,20110202,0.6536500000000001,entry,long,2676,19,0
1639,20110202,1.5107,entry,long,2676,7,0
1640,20110209,102.0508,entry,short,2681,12,0
1641,20110209,9.95,entry,short,2676,20,0
1642,20110210,149.9125,exit,long,2758,10,0
1643,20110217,13.64,exit,long,2708,26,0
1644,20110223,1341.625,exit,long,2708,34,0
1645,20110223,0.6172500000000001,exit,long,2698,19,0
1646,20110224,149.39,entry,long,2686,5,0
1647,20110228,90.9063,exit,short,2704,33,0
1648,20110301,103.75,exit,short,2704,12,0
1649,20110301,156.425,exit,long,2714,18,0
1650,20110302,1598.25,entry,long,2690,13,0
1651,20110304,97.0825,exit,long,2792,9,0
1652,20110311,1135.31,exit,long,2715,32,0
1653,20110311,10318.0,exit,long,2713,21,0
1654,20110316,145.56,exit,long,2737,5,0
1655,20110316,2.1713500000000003,exit,long,2768,25,0
1656,20110316,1.3477999999999999,entry,long,2705,16,0
1657,20110316,0.019579,exit,long,1222,27,0
1658,20110323,10.172,exit,short,2731,20,0
1659,20110328,133.4375,entry,long,2722,17,0
1660,20110329,1.3298,exit,long,2718,16,0
1661,20110407,0.653,entry,long,2721,19,0
1662,20110413,131.525,exit,long,2748,17,0
1663,20110427,1197.8600000000001,entry,long,2743,32,0
1664,20110429,27.845,entry,short,2724,29,0
1665,20110502,1990.45,entry,long,2732,24,0
1666,20110502,105.30860000000001,entry,long,2737,12,0
1667,20110506,1637.1999999999998,exit,long,2891,13,0
1668,20110506,1.01955,exit,long,2769,4,0
1669,20110506,1873.4,exit,long,2766,24,0
1670,20110509,1.5668,exit,long,2786,7,0
1671,20110509,75.6115,exit,short,2904,8,0
1672,20110509,95.27345,entry,long,2742,33,0
1673,20110513,1.6836499999999999,exit,long,2770,2,0
1674,20110520,121.3125,entry,short,2760,17,0
1675,20110524,143.1375,entry,short,2762,18,0
1676,20110602,1167.41,exit,long,2771,32,0
1677,20110606,29.689999999999998,exit,short,2758,29,0
1678,20110607,1.3493499999999998,entry,long,2762,16,0
1679,20110607,804.625,entry,long,2757,23,0
1680,20110607,9193.0,entry,short,2772,21,0
1681,20110610,148.525,exit,short,2795,18,0
1682,20110616,1184.375,entry,short,2777,34,0
1683,20110620,753.8999999999999,exit,long,2825,23,0
1684,20110620,125.6375,exit,short,2852,17,0
1685,20110623,11.747499999999999,entry,short,2781,26,0
1686,20110624,136.425,entry,short,2770,5,0
1687,20110627,162.0625,entry,long,2785,10,0
1688,20110627,231.125,entry,short,2784,22,0
1689,20110629,33.72,entry,long,2766,29,0
1690,20110629,98.36,exit,long,2883,11,0
1691,20110701,95.57815,exit,long,2863,33,0
1692,20110701,107.2148,exit,long,2956,12,0
1693,20110701,109.71000000000001,entry,short,2769,6,0
1694,20110705,9848.0,exit,short,2791,21,0
1695,20110707,13.075,exit,short,2795,26,0
1696,20110708,9.75,entry,short,2779,20,0
1697,20110712,1.62805,entry,short,2786,2,0
1698,20110714,1179.75,exit,short,2827,34,0
1699,20110715,161.08749999999998,exit,long,2899,10,0
1700,20110718,1.03325,entry,long,2790,4,0
1701,20110719,4397.1,entry,long,2786,31,0
1702,20110720,487.15,entry,long,2787,14,0
1703,20110726,14.43,entry,long,2803,26,0
1704,20110727,1.6882000000000001,exit,short,2813,2,0
1705,20110803,740.0,entry,long,2810,3,0
1706,20110804,35.10000000000001,exit,long,2826,29,0
1707,20110805,1.00705,exit,long,2806,4,0
1708,20110805,68.055,entry,short,2811,1,0
1709,20110805,9040.5,entry,short,2814,21,0
1710,20110805,0.714,exit,long,2837,19,0
1711,20110805,1.36605,exit,long,2865,16,0
1712,20110808,452.375,exit,long,2801,14,0
1713,20110809,950.71,entry,short,2815,32,0
1714,20110810,97.47999999999999,entry,long,2807,9,0
1715,20110816,1055.26,exit,short,2863,32,0
1716,20110818,1.6988,entry,long,2813,2,0
1717,20110819,1965.6999999999998,entry,long,2809,24,0
1718,20110823,97.35750000000002,exit,long,2843,9,0
1719,20110824,1047.125,entry,long,2825,28,0
1720,20110826,270.875,exit,short,2828,22,0
1721,20110829,70.85499999999999,exit,short,2828,1,0
1722,20110830,1.58045,entry,long,2821,7,0
1723,20110902,146.625,entry,short,2833,18,0
1724,20110907,1.528,exit,long,2826,7,0
1725,20110907,1.6402,exit,long,2829,2,0
1726,20110908,134.84,exit,short,2855,5,0
1727,20110908,105.20500000000001,exit,short,2973,6,0
1728,20110912,0.9863,entry,short,2829,4,0
1729,20110913,1918.75,exit,long,2833,24,0
1730,20110913,0.018514000000000003,entry,short,1246,27,0
1731,20110914,1.61875,entry,short,2831,2,0
1732,20110915,427.67499999999995,entry,short,2827,14,0
1733,20110916,730.5,exit,long,2846,3,0
1734,20110916,1009.625,exit,long,2846,28,0
1735,20110920,1094.5,entry,short,2843,34,0
1736,20110922,14.295000000000002,exit,long,2847,26,0
1737,20110923,642.45,entry,short,2833,23,0
1738,20110923,1.46685,entry,short,2838,7,0
1739,20110923,221.75,entry,short,2846,22,0
1740,20110923,4211.2,exit,long,2833,31,0
1741,20110926,64.825,entry,short,2846,1,0
1742,20110926,78.96199999999999,entry,long,2914,8,0
1743,20110928,0.016734,exit,short,1339,27,0
1744,20110929,862.5,entry,short,2850,28,0
1745,20110929,1618.7,entry,short,2837,24,0
1746,20110930,130.0125,entry,long,2852,17,0
1747,20111003,0.8284,entry,short,2844,0,0
1748,20111003,153.02499999999998,exit,short,2864,18,0
1749,20111003,2.96375,entry,short,2839,15,0
1750,20111004,2.1449499999999997,entry,short,2840,25,0
1751,20111004,1.22885,entry,short,2845,30,0
1752,20111005,3255.2,entry,short,2841,31,0
1753,20111011,0.96115,exit,short,2921,4,0
1754,20111011,0.8687,exit,short,2863,0,0
1755,20111012,2.4161,exit,short,2903,25,0
1756,20111013,894.375,exit,short,2939,28,0
1757,20111013,77.0595,exit,long,3009,8,0
1758,20111013,1.50265,exit,short,2944,7,0
1759,20111014,3.2258,exit,short,2858,15,0
1760,20111014,66.115,exit,short,2945,1,0
1761,20111017,1.6284999999999998,exit,short,2928,2,0
1762,20111018,155.95,entry,long,2864,18,0
1763,20111025,651.5,exit,short,2886,23,0
1764,20111025,387.475,exit,short,2912,14,0
1765,20111026,1.28785,exit,short,2942,30,0
1766,20111027,1719.3000000000002,exit,short,2923,24,0
1767,20111028,9135.0,exit,short,2873,21,0
1768,20111108,150.925,exit,long,2902,18,0
1769,20111108,3.34805,entry,long,2865,15,0
1770,20111110,11.932500000000001,entry,short,2879,26,0
1771,20111111,97.155,entry,short,2873,9,0
1772,20111122,8320.0,entry,short,2890,21,0
1773,20111123,31.195,entry,short,2869,29,0
1774,20111125,605.0,entry,short,2890,3,0
1775,20111125,0.62415,entry,short,2882,19,0
1776,20111128,3.1494,exit,long,2893,15,0
1777,20111201,0.66645,exit,short,2917,19,0
1778,20111201,97.2375,exit,short,2915,9,0
